sample_id	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label	raw	umi	mapped	unmapped	reads_ercc	reads_hs	reads_egfp	reads_mcherry	molecules	mol_ercc	mol_hs	mol_egfp	mol_mcherry	detect_ercc	detect_hs	chip_id	chipmix	freemix	snps	reads	avg_dp	min_dp	snps_w_min	valid_id	cut_off_reads	unmapped_ratios	cut_off_unmapped	ercc_percentage	cut_off_ercc	cut_off_genes	ercc_conversion	conversion	conversion_outlier	molecule_outlier	filter_all	rfp.median.log10sum	gfp.median.log10sum	dapi.median.log10sum	rfp.median.log10sum.adjust	gfp.median.log10sum.adjust	dapi.median.log10sum.adjust	size	perimeter	eccentricity	theta
20170921-B08	20170921	B08	1	1.956137661	50x dilution	NA18870	NA19160	18870_19160	11	4598290	2867074	2003087	863987	119284	1883298	497	8	187724	3702	183983	38	1	47	9317	NA18870	0.50773	0.19238	311848	10435	0.03	1	4435	TRUE	TRUE	0.301347994505897	TRUE	0.0595500844446597	TRUE	TRUE	0.0310351765534355	0.0976919212997624	FALSE	FALSE	TRUE	1.55020977864532	2.7021163941511	2.98663523948457	-0.516907667348909	-0.264307635572302	0.061752249803491	1047	103	0.569083354825349	1.4278896655451
20170921-B09	20170921	B09	1	2.706093319	50x dilution	NA18870	NA19160	18870_19160	10	4380655	2931064	2036102	894962	188981	1846174	947	0	138187	3598	134557	32	0	41	8165	NA19160	0.33625	0.10231	311848	7156	0.02	1	3226	TRUE	TRUE	0.30533690154838	TRUE	0.0928150947251169	TRUE	TRUE	0.0190389510056567	0.0728842460136477	FALSE	FALSE	TRUE	3.03316463969347	2.78795026517348	3.02740905299135	0.675443872921762	-0.104817095979078	0.0988597368179556	1542	121	0.656508847991835	3.65601202552378
20170921-B10	20170921	B10	1	2.446182972	50x dilution	NA18870	NA19160	18870_19160	58	4333363	2798512	1998238	800274	141766	1855690	775	7	164696	3722	160928	45	1	41	9063	NA18870	0.25032	0.0908	311848	8661	0.03	1	3857	TRUE	TRUE	0.285964112356852	TRUE	0.0709455029881325	TRUE	TRUE	0.0262545321163043	0.0867213812651898	FALSE	FALSE	TRUE	1.99972257526821	3.13332491369592	3.19350398880596	-0.206978659431217	0.24648764505802	0.270360738266038	1735	131	0.388351427050346	6.12641035081429
20170921-B11	20170921	B11	1	1.637214615	50x dilution	NA18870	NA19160	18870_19160	59	3856178	2430698	1581354	849344	242403	1338579	371	1	99168	3905	95233	29	1	47	7440	NA18870	0.37164	0.166	311848	4845	0.02	1	2511	TRUE	TRUE	0.349423910333575	TRUE	0.1532882580371	TRUE	TRUE	0.0161095365981444	0.07114484838026	FALSE	FALSE	TRUE	3.10043073011117	3.07403324641644	2.82923782271595	0.691495615940628	0.17707912753689	-0.0553529535519051	2084	177	0.838695297121639	4.25403193682054
20170921-C03	20170921	C03	1	1.867772793	50x dilution	NA18870	NA19160	18870_19160	13	3677794	2353674	1630628	723046	218928	1411502	196	2	104024	3736	100265	21	2	44	7495	NA18870	0.3718	0.15947	311848	5849	0.02	1	2699	TRUE	TRUE	0.307198872911032	TRUE	0.134259929303311	TRUE	TRUE	0.0170649711320617	0.0710342599585406	FALSE	FALSE	TRUE	2.6005063532782	2.92989034196398	3.00589681288705	0.0618135500438628	-0.00250641063311186	0.128132171929047	1107	106	0.561099572288219	3.14343340747027
20170921-C04	20170921	C04	1	1.81597141	50x dilution	NA18870	NA19160	18870_19160	61	5106973	3388698	2253692	1135006	198403	2054711	577	1	173885	3737	170117	30	1	47	8354	NA19160	0.45925	0.17116	311848	6189	0.02	1	3250	TRUE	TRUE	0.334938669660147	TRUE	0.0880346560222071	TRUE	TRUE	0.018835400674385	0.0827936386187644	FALSE	FALSE	TRUE	2.11560271673436	3.25786987831953	3.35638685322283	-0.0503619771525385	0.365095658939084	0.423308323601539	2926	168	0.533967967968644	5.65659094654561
20170921-C05	20170921	C05	1	2.153876026	50x dilution	NA18870	NA19160	18870_19160	62	4221021	2670319	1835296	835023	213685	1621499	112	0	120775	3889	116867	19	0	41	8084	NA18870	0.27869	0.12048	311848	6746	0.02	1	3080	TRUE	TRUE	0.312705335954244	TRUE	0.116430810070964	TRUE	TRUE	0.0181996864543604	0.0720734332861137	FALSE	FALSE	TRUE	2.01838109625872	2.95060284526007	2.90774430910818	-0.313782577323146	0.268468152306805	0.0510440738322284	893	90	0.376070167394767	6.26417652271937
20170921-C09	20170921	C09	1	2.353592	50x dilution	NA18870	NA19160	18870_19160	16	4106047	2674651	1889384	785267	195332	1693498	539	15	127138	3608	123503	26	1	48	8275	NA18870	0.32352	0.13686	311848	6683	0.02	1	3154	TRUE	TRUE	0.293596061691787	TRUE	0.103383960063174	TRUE	TRUE	0.0184711158437942	0.0729277507266026	FALSE	FALSE	TRUE	3.14220369628673	2.9266922755837	2.92464598584334	0.657833903697512	-0.0820581953873152	0.0314763798934052	1497	133	0.755111952059332	3.69742997758356
20170921-C10	20170921	C10	1	1.302240612	50x dilution	NA18870	NA19160	18870_19160	64	3254188	2130336	1402755	727581	201918	1200140	639	58	98994	3554	95415	24	1	41	7022	NA18870	0.43994	0.23477	311848	3838	0.01	1	2157	TRUE	TRUE	0.341533448244784	TRUE	0.143943881861052	TRUE	TRUE	0.0176012044493309	0.0795032246237939	FALSE	FALSE	TRUE	1.9209024835028	3.04635691203549	3.17805640317082	-0.412596874557341	0.408146126221876	0.3105528115516	1620	124	0.575684353438065	6.16857298969056
20170921-C11	20170921	C11	1	1.428073286	50x dilution	NA18870	NA19160	18870_19160	65	3553880	2343222	1573990	769232	209789	1363970	231	0	108362	3594	104754	14	0	42	7471	NA18870	0.42652	0.26554	311848	4230	0.01	1	2394	TRUE	TRUE	0.32827960816346	TRUE	0.133284836625392	TRUE	TRUE	0.017131498791643	0.0768008094019663	FALSE	FALSE	TRUE	2.30155664801365	3.13172304764511	3.21861152771914	0.0842898099696101	0.307216663513653	0.256614851524001	1745	135	0.757197157805181	5.36383486404089
20170921-C12	20170921	C12	1	2.475428179	50x dilution	NA18870	NA19160	18870_19160	66	4779471	3072512	2142024	930488	162715	1979260	49	0	164228	3814	160409	5	0	51	8884	NA18870	0.26542	0.11506	311848	8568	0.03	1	3825	TRUE	TRUE	0.302842755374104	TRUE	0.0759632011592774	TRUE	TRUE	0.0234397566296899	0.0810449359861767	FALSE	FALSE	TRUE	1.69836441297545	2.30980792061803	2.78367845671781	-0.674878987982788	-0.401198432471839	-0.098687792756317	1840	133	0.37876477330448	1.49537768152052
20170921-D02	20170921	D02	1	2.336896971	50x dilution	NA18870	NA19160	18870_19160	20	4966763	3272894	2262757	1010137	192954	2068919	882	2	154361	3778	150547	34	2	43	8515	NA19160	0.35275	0.13141	311848	7507	0.02	1	3439	TRUE	TRUE	0.308637248869044	TRUE	0.0852738495560946	TRUE	TRUE	0.0195797962208609	0.0727660193560019	FALSE	FALSE	TRUE	1.55570972437259	2.14776793572214	2.58895587699259	-0.549551949694422	-0.614581832939183	-0.345926125672829	1466	120	0.81570098901666	1.79049657319755
20170921-D03	20170921	D03	1	1.707385402	50x dilution	NA18870	NA19160	18870_19160	19	4393201	2845011	1863431	981580	206132	1657121	178	0	133226	3606	129605	15	0	41	7628	NA18870	0.43449	0.25221	311848	4570	0.01	1	2591	TRUE	TRUE	0.345017998172942	TRUE	0.110619604374941	TRUE	TRUE	0.0174936448489318	0.0782109453685036	FALSE	FALSE	TRUE	2.85251531399786	2.64972644239805	3.0978651877051	0.384373970381795	-0.145166446192833	0.221387297941241	1959	138	0.809171503464425	3.33801872410835
20170921-D05	20170921	D05	1	2.333008203	50x dilution	NA18870	NA19160	18870_19160	68	4873901	3229551	2246424	983127	186732	2059390	302	0	171650	3836	167775	39	0	44	8623	NA18870	0.35134	0.11842	311848	6951	0.02	1	3474	TRUE	TRUE	0.304416000862039	TRUE	0.0831241119218812	TRUE	TRUE	0.0205428100164942	0.0814682988651979	FALSE	FALSE	TRUE	2.82043160588374	2.04937272160605	2.78419299590409	0.496898099455968	-0.632935620718384	-0.065259290505264	1200	108	0.614023099763257	2.81933788266602
20170921-D06	20170921	D06	1	1.340184357	50x dilution	NA18870	NA19160	18870_19160	69	3916248	2475375	1565543	909832	204834	1360453	256	0	112866	3638	109216	12	0	44	7246	NA18870	0.42968	0.21848	311848	4188	0.01	1	2279	TRUE	TRUE	0.367553199010251	TRUE	0.130838948530957	TRUE	TRUE	0.017760723317418	0.0802791423150965	FALSE	FALSE	TRUE	1.69571141981469	2.7115009192462	3.05502365862526	-0.734259883103827	-0.102809160049811	0.185509496960545	1246	109	0.621692001956461	1.01301175484886
20170921-D07	20170921	D07	1	2.211874482	50x dilution	NA18870	NA19160	18870_19160	24	4378032	2903585	2050923	852662	203683	1846800	440	0	132227	3692	128509	26	0	45	8108	NA18870	0.31303	0.10026	311848	7319	0.02	1	3188	TRUE	TRUE	0.293658356824408	TRUE	0.0993128459722769	TRUE	TRUE	0.0181262059180197	0.0695846870262075	FALSE	FALSE	TRUE	2.40171181503589	3.22858212982847	3.28939125012301	-0.226007124775686	0.411317233970481	0.398305752144477	2418	156	0.512045167063756	5.92429355794224
20170921-D08	20170921	D08	1	2.354327668	50x dilution	NA18870	NA19160	18870_19160	23	4624644	2852131	1907456	944675	207027	1700085	343	1	124696	3707	120961	27	1	40	7824	NA18870	0.33832	0.19828	311848	6182	0.02	1	2817	TRUE	TRUE	0.331217254747415	TRUE	0.108535662159442	TRUE	TRUE	0.0179058770112111	0.071149971913169	FALSE	FALSE	TRUE	3.06578192797318	3.05670715587903	3.08338872813712	0.556955919861693	0.121549538919461	0.152074444315316	1370	120	0.400240541267328	4.19516345289971
20170921-D09	20170921	D09	1	2.090471396	50x dilution	NA18870	NA19160	18870_19160	22	4885256	3029676	2015523	1014153	198063	1817160	300	0	132442	3680	128749	13	0	46	8156	NA18870	0.30558	0.09869	311848	6749	0.02	1	3141	TRUE	TRUE	0.33473975434997	TRUE	0.0982687868111651	TRUE	TRUE	0.0185799467846089	0.070851768694006	FALSE	FALSE	TRUE	2.07747439414181	3.05542276322698	3.17635843126288	-0.124771978684458	0.121613268880196	0.215893575766977	1621	125	0.365602834709913	0.0280882327889156
20170921-D10	20170921	D10	1	2.447124657	50x dilution	NA18870	NA19160	18870_19160	70	5002732	3265954	2229560	1036394	200798	2028258	422	82	157796	3822	153955	18	1	48	8584	NA18870	0.22931	0.13682	311848	7177	0.02	1	3366	TRUE	TRUE	0.317332699725716	TRUE	0.0900617162130645	TRUE	TRUE	0.0190340541240451	0.0759050377220255	FALSE	FALSE	TRUE	1.99399727142707	2.28729132892834	2.64500607402067	-0.482476831191538	-0.429510786800487	-0.213974492797838	1334	112	0.489094496699255	1.68624426686525
20170921-D11	20170921	D11	1	1.83488239	50x dilution	NA18870	NA19160	18870_19160	71	3903441	2522461	1736897	785564	221185	1515184	527	1	108412	3580	104807	24	1	47	7418	NA18870	0.31648	0.12599	311848	5379	0.02	1	2572	TRUE	TRUE	0.311427609782669	TRUE	0.127344914522853	TRUE	TRUE	0.0161855460361236	0.0691711369708233	FALSE	FALSE	TRUE	2.75536273557264	2.95498241378846	3.10413054459521	0.498852205400535	0.138635437516368	0.178719422165476	4127	198	0.590401717589303	4.27335544329583
20170921-D12	20170921	D12	1	1.847790872	50x dilution	NA18870	NA19160	18870_19160	72	4419306	2716660	1708051	1008609	211637	1495708	706	0	112938	3666	109239	33	0	40	7759	NA18870	0.30026	0.15894	311848	5933	0.02	1	2788	TRUE	TRUE	0.371268027651602	TRUE	0.123905550829571	TRUE	TRUE	0.0173221128630627	0.0730349774153779	FALSE	FALSE	TRUE	2.96604822952545	2.73556556896507	2.86644711286803	0.448200901505188	-0.073587963171649	-0.0351471623752055	1353	116	0.416700820716274	3.61591305547787
20170921-E01	20170921	E01	1	2.188390328	50x dilution	NA18870	NA19160	18870_19160	25	4867992	3193755	2246946	946809	219504	2026792	645	5	178249	4764	173438	43	4	51	9585	NA18870	0.4435	0.19575	311848	10520	0.03	1	4663	TRUE	TRUE	0.296456365626042	TRUE	0.0976899311331915	TRUE	TRUE	0.0217034769298054	0.0855726685323408	FALSE	FALSE	TRUE	2.61625248959194	3.02864827437205	3.00182053379945	0.324002636925695	-0.0458199532712351	0.0451567406316364	1089	102	0.731477660644702	3.61562355115071
20170921-E02	20170921	E02	1	2.345967681	50x dilution	NA18870	NA19160	18870_19160	26	5239540	3419628	2355123	1064505	209752	2144639	656	76	154213	4016	150170	25	2	47	8693	NA18870	0.28247	0.1085	311848	8166	0.03	1	3644	TRUE	TRUE	0.311292631830129	TRUE	0.0890620150200223	TRUE	TRUE	0.0191464205347267	0.0700211084476222	FALSE	FALSE	TRUE	2.57275416245686	2.40000040288508	3.09618147608944	0.38874663642025	-0.149414251528374	0.247806872491025	1746	129	0.433791100786316	3.33194815667765
20170921-E04	20170921	E04	1	1.650041063	50x dilution	NA18870	NA19160	18870_19160	75	4175310	2684448	1790716	893732	241151	1549433	132	0	110420	3799	106608	13	0	44	7503	NA18870	0.35243	0.14749	311848	5527	0.02	1	2570	TRUE	TRUE	0.332929525921158	TRUE	0.134667362105437	TRUE	TRUE	0.0157536149549452	0.0688045239774808	FALSE	FALSE	TRUE	2.79614269218253	2.68702154988429	3.06453744202539	0.436859697508748	-0.0616483376157078	0.209953128652733	1315	115	0.688724405334785	3.6461435550886
20170921-E05	20170921	E05	1	2.428183306	50x dilution	NA18870	NA19160	18870_19160	74	4935679	3160183	2187704	972479	217271	1970342	91	0	137645	3956	133677	12	0	49	8164	NA18870	0.27207	0.09417	311848	7481	0.02	1	3222	TRUE	TRUE	0.307728697989958	TRUE	0.0993146239162154	TRUE	TRUE	0.0182076761279692	0.067844567085308	FALSE	FALSE	TRUE	2.86233398983964	2.7551017377512	3.00457960865732	0.529716574482975	0.00128212073783596	0.0788781871884243	1133	108	0.821620987448949	3.87230265539098
20170921-E07	20170921	E07	1	1.0910898	50x dilution	NA18870	NA19160	18870_19160	28	4006180	2692756	1795046	897710	238653	1556220	173	0	130035	4050	125973	12	0	48	7460	NA18870	0.49557	0.25873	311848	4064	0.01	1	2432	TRUE	TRUE	0.333379630386117	TRUE	0.132950910450206	TRUE	TRUE	0.0169702455028849	0.0809480664687512	FALSE	FALSE	TRUE	1.62903982821401	2.4649307381667	3.07784163994472	-0.664994593908851	-0.346984397205107	0.196084269820451	1267	109	0.508602304796252	1.43503899671797
20170921-E08	20170921	E08	1	0.976014382	50x dilution	NA18870	NA19160	18870_19160	29	3323872	2148706	1370520	778186	228906	1141319	295	0	102758	3663	99082	13	0	43	6474	NA19160	0.55339	0.22837	311848	3122	0.01	1	1839	TRUE	TRUE	0.362164949509146	TRUE	0.167021276595745	TRUE	TRUE	0.0160022017771487	0.0868135902407653	FALSE	FALSE	TRUE	2.81438815086596	2.82217850864025	2.99019945049572	0.571064017714135	0.0669819357897641	0.251841301510512	1234	112	0.713443780354832	4.04963612233243
20170921-E11	20170921	E11	1	1.088903506	50x dilution	NA18870	NA19160	18870_19160	77	3091040	2035406	1384870	650536	227369	1157410	91	0	98414	3692	94715	7	0	43	6778	NA18870	0.48759	0.14155	311848	3554	0.01	1	2008	TRUE	TRUE	0.319609945141166	TRUE	0.16418075342812	TRUE	TRUE	0.0162379216164033	0.0818335766927882	FALSE	FALSE	TRUE	1.77752090545507	2.96991467049378	3.08697979157984	-0.54373935857997	0.133470187347828	0.197427861644551	1996	141	0.527416608688019	0.509310178667749
20170921-E12	20170921	E12	1	1.823400726	50x dilution	NA18870	NA19160	18870_19160	76	4792746	3086093	1982494	1103599	230965	1751059	467	3	126462	3895	122541	24	2	45	7693	NA19160	0.44813	0.12418	311848	5823	0.02	1	2730	TRUE	TRUE	0.357603934813371	TRUE	0.116502244142984	TRUE	TRUE	0.0168640270170805	0.0699810800207189	FALSE	FALSE	TRUE	2.62180804184989	2.63886076857952	3.07668603529994	0.285417191661661	-0.253898603288069	0.0990273416018965	1285	110	0.416267113478951	2.93398780278626
20170921-F01	20170921	F01	1	2.408575269	50x dilution	NA18870	NA19160	18870_19160	31	5381268	3565767	2408692	1157075	180957	2227103	632	0	193254	4126	189093	35	0	47	9263	NA19160	0.59482	0.17641	311848	8663	0.03	1	4164	TRUE	TRUE	0.324495403092799	TRUE	0.0751266662570391	TRUE	TRUE	0.0228009969219207	0.084905368094785	FALSE	FALSE	TRUE	2.24813879521734	3.01096008761843	3.03665844744723	-0.213700661773357	0.0790965709781033	0.119333346305093	1693	136	0.736633142360203	0.451190622584475
20170921-F04	20170921	F04	1	2.45841087	50x dilution	NA18870	NA19160	18870_19160	81	5964875	3821940	2491776	1330164	196469	2294067	1237	3	178122	4112	173964	45	1	43	9063	NA19160	0.36476	0.15631	311848	8903	0.03	1	4036	TRUE	TRUE	0.348033721094523	TRUE	0.0788469750089896	TRUE	TRUE	0.0209295105080191	0.0758321356786877	FALSE	FALSE	TRUE	2.59691354523442	2.64141962421113	3.10155160430468	0.345529692918868	-0.242962433076896	0.203932919171326	1657	130	0.801009989035173	3.05379568234909
20170921-F06	20170921	F06	1	1.805642087	50x dilution	NA18870	NA19160	18870_19160	79	4408115	2679866	1676490	1003376	203256	1472784	449	1	125240	3879	121328	32	1	48	7987	NA18870	0.31801	0.19275	311848	6363	0.02	1	2911	TRUE	TRUE	0.374412750488271	TRUE	0.121239017232432	TRUE	TRUE	0.0190843074743181	0.0823800367195733	FALSE	FALSE	TRUE	3.12590822581532	3.15209159262834	3.32380020721704	0.717026815975528	0.251835894686506	0.402498183193106	2207	146	0.470454237401429	4.37652541037159
20170921-F07	20170921	F07	1	1.513000001	50x dilution	NA18870	NA19160	18870_19160	34	4383362	3001112	2027877	973235	227610	1800227	40	0	146437	3811	142621	5	0	40	8169	NA19160	0.49373	0.19865	311848	5283	0.02	1	3069	TRUE	TRUE	0.324291462631185	TRUE	0.112240535298739	TRUE	TRUE	0.0167435525679891	0.0792238978751013	FALSE	FALSE	TRUE	1.72480307643722	3.08470172383806	3.15302585747101	-0.327627465166149	0.440793362298629	0.181861132836245	1492	119	0.593978267655081	6.03158383330557
20170921-F08	20170921	F08	1	2.578573747	50x dilution	NA18870	NA19160	18870_19160	35	5499810	3582439	2496778	1085661	180433	2315203	1063	79	192442	4070	188315	55	2	44	9535	NA19160	0.52958	0.17967	311848	10232	0.03	1	4594	TRUE	TRUE	0.303050798631882	TRUE	0.0722663368549386	TRUE	TRUE	0.022556849356825	0.0813384398689877	FALSE	FALSE	TRUE	1.96426225648835	2.65564878801535	3.14092618568842	-0.362844060146306	-0.257981194164921	0.222806984376716	1553	122	0.295695638990713	1.58051818445004
20170921-F10	20170921	F10	1	2.561173317	50x dilution	NA18870	NA19160	18870_19160	84	5235624	3376834	2338758	1038076	170095	2168042	619	2	170177	3856	166268	51	2	44	8993	NA19160	0.28909	0.12294	311848	9070	0.03	1	3861	TRUE	TRUE	0.307411024646163	TRUE	0.0727287731351427	TRUE	TRUE	0.0226696845880243	0.0766903962192614	FALSE	FALSE	TRUE	1.76595314577463	2.72495354846699	3.27369374947061	-0.562041822038481	-0.150472766095559	0.359297868664115	2257	191	0.825585445837825	1.17865305549249
20170921-F11	20170921	F11	1	1.887360983	50x dilution	NA18870	NA19160	18870_19160	83	4416041	2850034	1941558	908476	235162	1705780	613	3	131252	3823	127398	30	1	44	7734	NA18870	0.33214	0.11838	311848	5879	0.02	1	2873	TRUE	TRUE	0.31875970602456	TRUE	0.121120254970493	TRUE	TRUE	0.0162568782371301	0.0746860673709388	FALSE	FALSE	TRUE	1.40209580939734	1.31850278248154	2.19455369928068	-0.524032796983084	-1.46905640559441	-0.624774628764454	1511	145	0.905448251552971	2.103014456923
20170921-G01	20170921	G01	1	3.007657822	50x dilution	NA18870	NA19160	18870_19160	37	5541231	3554922	2442112	1112810	173238	2268384	489	1	178557	3740	174786	30	1	47	9149	NA18870	0.27973	0.10764	311848	9243	0.03	1	4027	TRUE	TRUE	0.313033591173027	TRUE	0.0709377784475077	TRUE	TRUE	0.0215887969152265	0.0770530915400567	FALSE	FALSE	TRUE	1.71856497567174	2.95651712683827	3.24103164014822	-0.449497160635882	0.133895536321015	0.355102662898065	1876	134	0.484980496568358	0.457283120959601
20170921-G02	20170921	G02	1	2.523890297	50x dilution	NA18870	NA19160	18870_19160	38	5578280	3553470	2381790	1171680	213324	2167439	952	75	159876	3980	155867	28	1	46	8595	NA18870	0.36424	0.13259	311848	7393	0.02	1	3462	TRUE	TRUE	0.329728406318331	TRUE	0.0895645711838575	TRUE	TRUE	0.0186570662466483	0.0719129811727112	FALSE	FALSE	TRUE	2.00932274800768	2.55615637124997	2.96695513467225	-0.209516020840116	-0.249501654655156	0.00893609461692302	1057	103	0.565244045904094	1.80440412982024
20170921-G04	20170921	G04	1	1.305220121	50x dilution	NA18870	NA19160	18870_19160	87	4581110	2841133	1735083	1106050	234309	1500510	264	0	130415	4168	126223	24	0	46	7759	NA18870	0.47286	0.26233	311848	4981	0.02	1	2736	TRUE	TRUE	0.389298917016556	TRUE	0.135041954765276	TRUE	TRUE	0.0177884759014805	0.0841200658442796	FALSE	FALSE	TRUE	1.30229092092537	2.70010611870985	3.04687487558036	-0.846251284969247	0.0297171843417652	0.254451620914692	1868	132	0.371766983475759	0.770115225403529
20170921-G06	20170921	G06	1	1.578174175	50x dilution	NA18870	NA19160	18870_19160	85	4387687	2741576	1695748	1045828	226134	1469338	257	19	132019	4221	127783	14	1	48	8061	NA19160	0.42958	0.19587	311848	5304	0.02	1	2884	TRUE	TRUE	0.381469636442688	TRUE	0.133353540738364	TRUE	TRUE	0.0186659237443286	0.0869663753336537	FALSE	FALSE	TRUE	2.77511494703547	2.86749125236558	3.06127649094665	0.717151786479688	0.00690319239646398	0.198403957466061	1459	124	0.49754395673959	3.89887850777928
20170921-G08	20170921	G08	1	1.263420812	50x dilution	NA18870	NA19160	18870_19160	41	3726639	2405531	1566021	839510	235651	1330073	297	0	112155	3951	108185	19	0	49	7699	NA19160	0.57012	0.22016	311848	4946	0.02	1	2681	TRUE	TRUE	0.348991553216317	TRUE	0.150477547874518	TRUE	TRUE	0.0167663196846184	0.0813376408663284	FALSE	FALSE	TRUE	2.94205210647901	2.93721401158602	3.08193028765029	0.877363382211592	0.012860383279548	0.178480355283016	1309	111	0.383517737339927	3.91425330062686
20170921-G09	20170921	G09	1	1.302327132	50x dilution	NA18870	NA19160	18870_19160	42	3862698	2491331	1556370	934961	194044	1362218	108	0	121913	3762	118135	16	0	41	7385	NA18870	0.44866	0.21075	311848	4071	0.01	1	2413	TRUE	TRUE	0.375285740834919	TRUE	0.124677293959663	TRUE	TRUE	0.0193873554451568	0.0867225363341257	FALSE	FALSE	TRUE	1.67366995745838	2.17686035939679	3.09848923063582	-0.625343735124455	-0.356764955278233	0.28881662974086	1952	134	0.424544324290792	1.47646415575393
20170921-G10	20170921	G10	1	2.508771341	50x dilution	NA18870	NA19160	18870_19160	90	5564438	3559579	2428127	1131452	198035	2229089	986	17	171185	3929	167203	51	2	49	8827	NA18870	0.25762	0.10643	311848	8256	0.03	1	3733	TRUE	TRUE	0.317861185269382	TRUE	0.0815587487804386	TRUE	TRUE	0.0198399272855808	0.0750095666884543	FALSE	FALSE	TRUE	1.90381577225796	3.11329559378379	3.2210558468675	-0.72467327265637	0.302271331844246	0.312104010680721	1749	131	0.616255724725218	0.292837428724552
20170921-G12	20170921	G12	1	2.542697392	50x dilution	NA18870	NA19160	18870_19160	88	5275536	3322700	2282825	1039875	205928	2076172	724	1	148508	3859	144616	32	1	49	8429	NA18870	0.23224	0.09692	311848	7812	0.03	1	3362	TRUE	TRUE	0.312960845095856	TRUE	0.0902075279533035	TRUE	TRUE	0.0187395594576745	0.0696551152794662	FALSE	FALSE	TRUE	2.24896041418792	2.32161984019442	2.86737688667482	0.0684841276164652	-0.601697771804053	-0.106149408214689	995	101	0.768059672669945	2.40058778899182
20170921-H01	20170921	H01	1	1.741991223	50x dilution	NA18870	NA19160	18870_19160	43	5131021	3414296	2170769	1243527	211161	1958298	1302	8	156487	3906	152539	40	2	43	8493	NA19160	0.42191	0.20169	311848	6052	0.02	1	3371	TRUE	TRUE	0.364211831663101	TRUE	0.0972747445720848	TRUE	TRUE	0.0184977339565545	0.0778936607196657	FALSE	FALSE	TRUE	2.42591065181493	2.80390526351155	2.91754138312728	0.186031476886724	-0.0386945260621809	0.123541251194836	1756	130	0.534908813950225	3.43241204407628
20170921-H02	20170921	H02	1	2.031800883	50x dilution	NA18870	NA19160	18870_19160	44	5107679	3443553	2341601	1101952	189839	2151650	110	2	186350	3904	182438	7	1	45	8455	NA19160	0.46678	0.14409	311848	5649	0.02	1	3347	TRUE	TRUE	0.320004367581971	TRUE	0.0810723090740054	TRUE	TRUE	0.0205647943783943	0.0847898124695002	FALSE	FALSE	TRUE	1.36224500312419	1.10580154107361	2.08143087794381	-0.65078103892817	-1.27515943671158	-0.659104532337437	1596	133	0.815836878782052	2.00564817866572
20170921-H05	20170921	H05	1	1.671289773	50x dilution	NA18870	NA19160	18870_19160	92	4152671	2542456	1644752	897704	223905	1420207	638	2	114610	3963	110612	34	1	50	7971	NA18870	0.36939	0.16023	311848	5980	0.02	1	2879	TRUE	TRUE	0.353085363129195	TRUE	0.136132985398407	TRUE	TRUE	0.0176994707576874	0.0778844210738294	FALSE	FALSE	TRUE	1.99553243188178	2.87729218488574	3.19997301989583	-0.238534656638101	0.19134809011417	0.311570808660518	1811	141	0.742423732122525	0.0431095505779862
20170921-H06	20170921	H06	1	2.203635226	50x dilution	NA18870	NA19160	18870_19160	91	5785291	3744472	2509065	1235407	222910	2285622	533	0	176077	4057	171986	34	0	44	8749	NA18870	0.38004	0.14206	311848	7544	0.02	1	3517	TRUE	TRUE	0.329928224860541	TRUE	0.0888418594177512	TRUE	TRUE	0.018200170472388	0.0752469130941162	FALSE	FALSE	TRUE	1.74709178456826	2.80506890911466	3.23302544994384	-0.579368900377905	-0.0866577529396797	0.348088203199874	1935	138	0.543723422193889	1.03274471428444
20170921-H07	20170921	H07	1	1.837909816	50x dilution	NA18870	NA19160	18870_19160	46	4128615	2595761	1670837	924924	219267	1451069	501	0	109911	3611	106285	15	0	40	7669	NA19160	0.4442	0.11991	311848	5489	0.02	1	2770	TRUE	TRUE	0.356320940179007	TRUE	0.131231831710693	TRUE	TRUE	0.0164685064327965	0.0732460000179178	FALSE	FALSE	TRUE	2.39060649285666	2.89067258936082	3.03028614301873	0.169631533582847	0.0360732855087735	0.10596461708792	1130	105	0.637967097804518	4.08541582252874
20170921-H08	20170921	H08	1	1.493775796	50x dilution	NA18870	NA19160	18870_19160	47	4121695	2685776	1767541	918235	238262	1528916	304	59	124789	3938	120819	31	1	48	7805	NA18870	0.46363	0.23182	311848	4628	0.01	1	2655	TRUE	TRUE	0.341888154484961	TRUE	0.134798570443345	TRUE	TRUE	0.01652802377215	0.0790226539587525	FALSE	FALSE	TRUE	3.02355056820181	2.92755051336224	3.08812431698673	0.559938159957839	0.0808469041297073	0.198073564006416	1843	141	0.701963460299547	4.0888614596959
20170921-H10	20170921	H10	1	1.280116918	50x dilution	NA18870	NA19160	18870_19160	96	3694158	2404986	1493318	911668	238968	1253933	417	0	99381	3774	95588	19	0	44	6821	NA18870	0.58916	0.22083	311848	3572	0.01	1	2028	TRUE	TRUE	0.379074140140525	TRUE	0.160024857398089	TRUE	TRUE	0.0157929095108969	0.0762305482031337	FALSE	FALSE	TRUE	1.59760464220046	2.89178737929758	3.20895259865353	-0.741783666513572	0.272787789137559	0.334401155224943	1757	134	0.786198928214323	0.346138243026497
